channelId,title,description,customUrl,subscribers,views,videos,hiddenSubscribers,publishedAt,country,defaultLanguage,keywords,uploadsPlaylistId,topics,query
UCHmUpt6wubCia-jt4v8wpNg,Marko Kaljuveer,,@markokaljuveer8175,4,596,12,False,2022-12-28T13:05:57.999405Z,,,,UUHmUpt6wubCia-jt4v8wpNg,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Pet",eesti poliitika
UCj-kjIXQvPmn_rtobjiszEg,Nublu - Topic,"nublu is one of the most exciting new artists to emerge from Estonia in recent years. His unique sound and undeniable talent have made him a star, and he is keeping on reaching new heights with his creation by pushing the boundaries in terms of style and aesthetics. 

His breakthrough single ""Droonid"" was released in 2018 and became an instant hit. His next single, ""Mina Ka"", was even more successful, becoming the anthem of the year and staying in the top 40 most streamed songs in Estonia for ov",,3480,14075946,72,False,2018-08-20T09:42:23Z,,,,UUj-kjIXQvPmn_rtobjiszEg,"https://en.wikipedia.org/wiki/Hip_hop_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Pop_music, https://en.wikipedia.org/wiki/Electronic_music",eesti muusika
UCO-_dhzABFWyZhTmOTA0Rbw,ArxieXD,"Olen 17 aastat vana tegelen YouTubiga siia kanalile teen gaming videosi, eesti keelseid videosi ning tulvevikus võib-olla isegi vloge. Kui sulle meeldib mu content siis kliki Subscribe nuppu ja vajuta Like!  
",@arxiexd6562,13,4436,10,False,2021-07-05T16:03:06.94605Z,EE,,,UUO-_dhzABFWyZhTmOTA0Rbw,"https://en.wikipedia.org/wiki/Simulation_video_game, https://en.wikipedia.org/wiki/Video_game_culture, https://en.wikipedia.org/wiki/Sports_game",eesti gaming
UC5wUPEun6Mm8AoZhz0lANWw,Kultuuriministeerium,"Kultuuriministeerium juhib riigi kultuuri-, spordi- ja muinsuskaitsetööd, edendab kunste, kultuurieksporti ja loomemajandust ning koordineerib riigi meediapoliitikat, audiovisuaalpoliitikat ja lõimumiskava rakendamist. ",@kultuuriministeerium,148,24888,183,False,2013-05-30T14:18:28Z,,,,UU5wUPEun6Mm8AoZhz0lANWw,"https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Knowledge",eesti kultuur
UCMz6oKY0Fm4thm8bih66_MQ,IK_Ilutegijate Klubi,,@ilutegijateklubi,36,1046,7,False,2022-06-02T17:56:23.728861Z,EE,,,UUMz6oKY0Fm4thm8bih66_MQ,"https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Health, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti haridus
UCE_bRxjgK46YX2foJZJ0a2Q,Tartu jõululinn,Tartus on alati jõulud! Ja kevad!,@joululinntartu,46,26764,38,False,2016-11-29T12:42:12Z,EE,et,"""jõululinn tartu""",UUE_bRxjgK46YX2foJZJ0a2Q,https://en.wikipedia.org/wiki/Lifestyle_(sociology),tartu
UC4E-YIWhXL4DYEIfd0-vgVA,HaapsaluRahvaulikool,,@haapsalurahvaulikool,2,1842,10,False,2011-12-29T20:23:16Z,,,,UU4E-YIWhXL4DYEIfd0-vgVA,https://en.wikipedia.org/wiki/Knowledge,eesti haridus
UCUiboWHLBFwuu0nCVYbRMEA,Maria Rannaväli,"👵🏼 väike vanainimene
🗣️ jagan oma elu & mõtteid
🎓 BFM ajakirjandus BA
💌 mariaprojektid@gmail.com
",mariarannavali,45100,14077346,327,False,2012-10-27T16:07:06Z,,,"maria rannaväli ""seinast seina"" podcast vlog kaadritagused",UUUiboWHLBFwuu0nCVYbRMEA,https://en.wikipedia.org/wiki/Lifestyle_(sociology),vaatame
UCnlGeiocPJ-kFP3pdt5oIjg,Arenguseire Keskus,,@arenguseirekeskus,12,991,9,False,2023-02-17T10:47:30.72005Z,EE,,"""Arenguseire Keskus"" ASK",UUnlGeiocPJ-kFP3pdt5oIjg,"https://en.wikipedia.org/wiki/Knowledge, https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Politics",eesti teadus
UCr1hQU3MXFC-zG6YjC911_g,Laulud sõnadega,Parimad Eesti laulud koos sõnadega!,@lauludsonadega2694,511,299610,14,False,2020-03-05T11:22:22.694805Z,EE,,,UUr1hQU3MXFC-zG6YjC911_g,"https://en.wikipedia.org/wiki/Hip_hop_music, https://en.wikipedia.org/wiki/Pop_music, https://en.wikipedia.org/wiki/Music",eesti laulud
UCqYG0UhHrjDF_9F-zXIkySQ,UNIMA Eesti,,@unimaeesti3610,0,1158,4,False,2012-06-27T16:03:17Z,,,,UUqYG0UhHrjDF_9F-zXIkySQ,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Performing_arts, https://en.wikipedia.org/wiki/Entertainment",eesti teater
UCPYK5AH1dxLqGK3IjCd5tfg,ISAMAA TV,"Isamaa on konservatiivne erakond. Maailma poliitmaastikul on konservatiivid inimesed, kelle jaoks vabadus on tähtsaim väärtus, ent kes samas usuvad, et vabadus tähendab enamat kui vabadust raha teenida.

Isamaa kanalis saad tutvuda lähemalt meie tegemistega, näha viimaseid aktsioone ja piiluda pisut ka kampaaniate köögipoolele.

www.isamaa.ee",@irltv,913,4252086,534,False,2009-01-28T13:13:36Z,EE,,IRL valimised europarlament riigikogu isamaa,UUPYK5AH1dxLqGK3IjCd5tfg,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",eesti poliitika
UC2gascLs0RsO-Pquale9XCQ,Esivanemate kaja,"Rahvalaulud uues kuues!

Siit kuuled vanemaid rahvalaule ehk regilaule, meie kaugete esivanemate kaja. Ärkamisajal kutsus Eesti Kirjameeste Selts rahvast üles panema kirja oma kodukandi laule, mis seni suust suhu ja südamest südamesse levisid. Täna on kümned tuhanded üles kirjutatud laulud leitavad Eesti Rahvaluule Arhiivist (folklore.ee). Kuna noodikirja valdavalt ei tuntud, pandi kirja ainult sõnad. Paljude lugude viisid on seetõttu igaveseks kadunud.

Siin kõlavate rahvalaulude saateks olevad",@esivanematekaja,563,151395,11,False,2018-06-21T04:05:15Z,EE,,"rahvalaul regilaul ""eesti rahvalaul"" ""rahvalaul uues kuues"" rahvalaulud ""artur rinne"" ""esivanemate kaja"" ""regilaul uues kuues"" folk folkmuusika folkmusic ""folk music"" ""vanavanemate kaja""",UU2gascLs0RsO-Pquale9XCQ,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Pop_music",eesti rahvamuusika
UC0hgcw-DVpT38WNeDsah7ug,Destination Pärnu,,@destinationparnu,2,1516,11,False,2023-12-19T08:11:03.120461Z,,,,UU0hgcw-DVpT38WNeDsah7ug,"https://en.wikipedia.org/wiki/Tourism, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Entertainment",pärnu
UCNazib6fFlmv2zmIRSgPn2Q,RodzDiscgolf,"Discgolfi harrastaja.
Leiad mind ka TikTokist @RodzDiscgolf ning Instagramist @Rodzjeer

Siit kanalilt leiad erinevaid discgolfiga seonduvaid videoid!

",@rodzdiscgolf,732,86299,69,False,2021-07-23T08:03:24.174137Z,EE,,discgolf competitions vlogs estonia,UUNazib6fFlmv2zmIRSgPn2Q,"https://en.wikipedia.org/wiki/Hobby, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti uudised
UCKB-Xan3Tzm8QfqdAwtRZTg,Cycling in Tallinn,"Long, uninformative, boring videos featuring slow and quiet bicycle rides in and around Tallinn, Estonia.
",@cycling-in-tallinn,73,6894,6,False,2023-05-21T14:37:04.358056Z,EE,,,UUKB-Xan3Tzm8QfqdAwtRZTg,"https://en.wikipedia.org/wiki/Vehicle, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Tourism",tallinn
UCRafzfPG0XsKs0lic01Y9RA,ALIKA - Topic,,,741,2268149,27,False,2021-12-12T10:18:17.631675Z,,,,UURafzfPG0XsKs0lic01Y9RA,"https://en.wikipedia.org/wiki/Independent_music, https://en.wikipedia.org/wiki/Pop_music, https://en.wikipedia.org/wiki/Music",eesti muusika
UCLF99B0BdPwXhS4i7Jq-zWw,Eesti Meedia,"Haruldane Eesti meedia, mida YouTube'is ei leia.
",@eesti_meedia,861,261881,15,False,2017-04-14T17:36:49Z,EE,,muusika filmid meedia,UULF99B0BdPwXhS4i7Jq-zWw,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Classical_music, https://en.wikipedia.org/wiki/Christian_music",eesti
UChAxuaJmO3V-3QuOPpud9wA,busaru,,@busaru1602,9,9725,12,False,2007-01-17T19:56:55Z,,,,UUhAxuaJmO3V-3QuOPpud9wA,"https://en.wikipedia.org/wiki/Video_game_culture, https://en.wikipedia.org/wiki/Vehicle, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Motorsport, https://en.wikipedia.org/wiki/Racing_video_game, https://en.wikipedia.org/wiki/Sport",võrumaa
UCmXHlIMjvzO8exJzZBEdTAw,Robootika Eesti,"NPO Robootika is top level Estonian organization that promotes Robotics as an efficient tool to support children and youth in developing innovation spirit, critical thinking, problem solving and communication abilities. Our aim is to inspire young people from Estonia to embrace technology and engineering careers schools and to help them achieve important life skills.

NPO Robootika is running four major Educational robotics programmes  in Estonia - FIRST® LEGO® League (FLL), Junior FIRST® LEGO® ",@robootikaeesti,154,39110,69,False,2015-01-30T12:01:46Z,EE,,,UUmXHlIMjvzO8exJzZBEdTAw,"https://en.wikipedia.org/wiki/Hobby, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Knowledge, https://en.wikipedia.org/wiki/Technology",eesti tech
UChgzdi3JXzKEhOMFKNrQhAQ,Ela Agustin Linkrus,"Tere!
Mina olen Ela, ma olen pärit Indoneesiast. 
Tulin  Eestisse 2018 juulis.
Ma abiellusin Eesti mehega ning nüüd ma elan siin.
Ma väga armastan Eesti loodust ja inimesed on väga sõbralikud 🥰
Mulle väga meeldib süüa teha ja minu perele väga maitsevad minu toitud. 
Ja ma mõtlesin miks ka mitte  jagada teiega😊
Loodan et teile meeldivad minu videod ja küsige julgelt uusi Indoneesia retsepte.",@ela_yummy,654,73315,27,False,2014-05-21T04:07:27Z,EE,,,UUhgzdi3JXzKEhOMFKNrQhAQ,"https://en.wikipedia.org/wiki/Food, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",kuidas teha
UCz1Y-McHfB5TqzvjSulHsPA,Tartu Ülikooli teaduskool,,@tartuulikooliteaduskool2007,1790,645257,160,False,2011-12-12T10:41:50Z,,,,UUz1Y-McHfB5TqzvjSulHsPA,"https://en.wikipedia.org/wiki/Knowledge, https://en.wikipedia.org/wiki/Health",tartu
UC8pn7avV8jN6TVNtXwHsq_g,JA Eesti,,@jaeesti9165,182,133528,273,False,2016-09-05T17:00:59Z,EE,,noorte ettevõtlus; ettevõtlusõpe; õpilasfirma,UU8pn7avV8jN6TVNtXwHsq_g,https://en.wikipedia.org/wiki/Lifestyle_(sociology),eesti
UCic9QSRzlpc4uD77LJjC28g,EPT Liit,,@eptliit8546,3,1062,14,False,2012-04-05T11:34:45Z,,,,UUic9QSRzlpc4uD77LJjC28g,"https://en.wikipedia.org/wiki/Sport, https://en.wikipedia.org/wiki/Basketball, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti korvpall
UCFl6ZN4eGfCl2JpIK7S9BEg,EstLegends,Kes keegi ütles vahvel? Mulle meeldivad vahvlid. Ja videomängud.,@estlegends4685,83,13686,39,False,2021-04-08T05:49:41.711576Z,EE,,gaming fortnite minecraft mängud eesti,UUFl6ZN4eGfCl2JpIK7S9BEg,"https://en.wikipedia.org/wiki/Strategy_video_game, https://en.wikipedia.org/wiki/Action_game, https://en.wikipedia.org/wiki/Video_game_culture, https://en.wikipedia.org/wiki/Action-adventure_game, https://en.wikipedia.org/wiki/Role-playing_video_game",eesti gaming
UCq5qTNfG1LCDAl9_Vbaa8xw,Mai Ringo,"🚀10 y/o 
📚Student @ Pärnu Vanalinna Põhikool
🎶 Learning to sing @ WAF Laulukool
🎹 Playing piano @ Pärnu Muusikakool

",@iammaiest,59,3353,14,False,2024-11-04T10:10:29.432622Z,EE,,,UUq5qTNfG1LCDAl9_Vbaa8xw,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Pop_music",vaatame
UCH55hJA-wEifCyAntKSy2OA,GeoNovus - Trimble Eesti,"GeoNovus Eesti – Trimble'i ametlik esindaja Eestis. Lisaks esindame DJI, Pix4D, Spectra Geospatial ja Phoenix LiDAR Systems lahendusi. Juhtivad mõõdistus- ja ruumiandmete tehnoloogiad ühes kohas.
",@geonovus_eesti,7,1578,7,False,2022-01-25T07:49:44.071469Z,EE,,"Geosoft Trimble ""Trimble Geospatial"" ""Phoenix LiDAR Systems"" geodeesia ruumiandmed gnss",UUH55hJA-wEifCyAntKSy2OA,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Technology",eesti tech
UCUcx1X0XLoDoVl8IQtiO_Pw,Tele2Eesti,"Tele2 Eesti AS kuulub telekommunikatsiooniettevõtete kontserni Tele2 AB, mis pakub soodsaima hinnaga kvaliteetseid telefoni-, mobiiltelefoni- ja kaabeltelevisiooniteenuseid 9 riigis ning meil on 13 miljonit klienti.

Tele2 Eesti pakub alati parima hinnaga kvaliteetseid mobiil- ja andmesideteenuseid nii era- kui äriklientidele. Eestis osutatakse teenuseid ligi 510 000 kliendile. Ettevõtte juhtimisel lähtume Tele2 põhiväärtustest ja meie eesmärk on pakkuda kõrge kvaliteediga mobiilside- ja interne",@tele2eesti,1090,5088511,547,False,2010-10-13T08:04:13Z,EE,,tele2 telecommunication,UUUcx1X0XLoDoVl8IQtiO_Pw,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Technology",eesti tech
UCA5u9jcYJro8p96H0_pPwRA,BTA Kindlustus ,"Uuendused, tehnoloogia ja kogenud meeskond. BTA Baltic Insurance Company on Baltimaade kindlustusturu liider, pakkudes laia valikut kahjukindlustusteenuseid. 2016. aastal sai ettevõtte suuraktsionäriks Euroopa üks suuremaid kindlustusgruppe Vienna Insurance Group AG.

Kindlustusteenuse pakkuja on AAS BTA Baltic Insurance Company Eesti filiaal. 
",@bta_kindlustus,1,344270,20,False,2024-09-24T20:51:53.91307Z,,,,UUA5u9jcYJro8p96H0_pPwRA,https://en.wikipedia.org/wiki/Lifestyle_(sociology),eesti tehnoloogia
UCnXmVVrLoGJUMpGEhf6kavw,Eesti Haridusfoorum,Eesti Haridusfoorumi ametlik Youtube kanal.,@haridusfoorum,11,1005,13,False,2016-12-07T12:30:56Z,EE,,"haridus ""eesti haridusforum"" haridusfoorum ""eesti haridus"" eesti",UUnXmVVrLoGJUMpGEhf6kavw,"https://en.wikipedia.org/wiki/Health, https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Knowledge, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti haridus
UCZ1Wig4QQVoRiQlH9MOBj7g,Mustang Stables,Sellele kanalile olete te kõik alati oodatud!!!,@mustangstables7598,294,54728,35,False,2015-10-19T05:50:30Z,,,,UUZ1Wig4QQVoRiQlH9MOBj7g,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Hobby",kuidas teha
UClOUZhh02_FFPl5dCQkE4qw,Saaremaa Tantsutüdrukud,,@saaremaatantsutudrukud3124,24,5345,7,False,2017-08-02T05:20:08Z,EE,,,UUlOUZhh02_FFPl5dCQkE4qw,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Performing_arts, https://en.wikipedia.org/wiki/Pop_music, https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Music_of_Latin_America",saaremaa
UCrCCu36TLMzER7p9LBFQRlA,Krüptoraha Eesti,"Minu kanalilt leiate hulgaliselt infot krüptorahast ja investeerimisvõimalustest.
https://bitcointime.eu/",@kruptorahaeesti4183,60,2656,15,False,2018-03-03T09:19:02Z,EE,,Bitcoin Krüptoraha Bitcointime investeerimine kasum raha teenikodus,UUrCCu36TLMzER7p9LBFQRlA,https://en.wikipedia.org/wiki/Knowledge,eesti investeerimine
UCQw1XTO0xeTEXA-nSLxsosg,Eesti Konservatiivne Rahvaerakond,"Konservatiivne Rahvaerakond on Eesti Vabariigi järjepidevusest ja põhiseadusest lähtuv rahvuslik-konservatiivne erakond, mis liidab rahvusriigi, sotsiaalse sidususe ja demokraatlike põhimõtete eest seisvaid inimesi. Meie sise- ja välispoliitika eesmärgiks on Eesti iseseisvuse ja sõltumatuse kindlustamine ning lähtumine Eesti rahva ja riigi huvidest. Meie poliitiliseks baasiks on demokraatial ja võimude lahususel rajanev õigusriik, kus seadused kehtivad võrdselt kõikide inimeste suhtes. Kui peab ",@rahvaerakond,27,1232,3,False,2013-01-27T20:32:00Z,,,,UUQw1XTO0xeTEXA-nSLxsosg,,eesti poliitika
UCooJdHTbEemEfKIX1rRgGHg,PYPA - Pärnu Ülejõe Põhikooli noorteportaal,"Tere!

Siit leiad Pärnu Ülejõe Põhikooli noorte tehtud videod.",@pypa-parnuulejoepohikoolin1321,7,2308,15,False,2020-10-09T10:25:29.014494Z,,,,UUooJdHTbEemEfKIX1rRgGHg,"https://en.wikipedia.org/wiki/Food, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Religion",pärnu
UCQGLIYkfR-NTut46Hf06F3w,Ann Vaida,,@annvaida,657,16753,4,False,2012-01-10T18:35:30Z,,,,UUQGLIYkfR-NTut46Hf06F3w,"https://en.wikipedia.org/wiki/Film, https://en.wikipedia.org/wiki/Humour, https://en.wikipedia.org/wiki/Entertainment",eesti komöödia
UCNaAtljD69EgmdyrOzvylFg,Huumoriklubi,Eesti stand-up komöödia kodu.,@huumoriklubistandup,9790,2102204,25,False,2023-03-29T14:34:58.122153Z,EE,,,UUNaAtljD69EgmdyrOzvylFg,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Performing_arts, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Humour, https://en.wikipedia.org/wiki/Film",eesti komöödia
UC8VHekpIb5gZBqTpXMFnbjg,Saalihokivarustus,,@saalihokivarustus7877,5,738,12,False,2021-02-08T16:29:58.293987Z,,,,UU8VHekpIb5gZBqTpXMFnbjg,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Basketball, https://en.wikipedia.org/wiki/Association_football, https://en.wikipedia.org/wiki/Sport",eesti korvpall
UCbhCpQE6O-gSM8ZqjeGr4hA,Liis Mäesalu ja Tarvo Valm akustiline duo,,@liisjatarvoakustilineduo,94,46810,19,False,2019-01-15T09:54:13Z,,,,UUbhCpQE6O-gSM8ZqjeGr4hA,"https://en.wikipedia.org/wiki/Christian_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Independent_music",eesti rahvamuusika
UCjYM5gT7_-ndFsFDEwaeI_Q,Saaremaa Laevakompanii,,@laevakompanii,12,31178,2,False,2011-10-27T08:12:59Z,,,,UUjYM5gT7_-ndFsFDEwaeI_Q,,saaremaa
UC8SniPBUH3vBnjx9Lrq2aTw,oliverjee,,@oliverjee,2,2997,3,False,2008-06-14T19:25:18Z,,,,UU8SniPBUH3vBnjx9Lrq2aTw,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Hobby",võrumaa
UCoFpXSskpo-nNQKEWw8qgXQ,Traffic - Topic,,,63,138477,40,False,2023-09-01T09:42:45.80221Z,,,,UUoFpXSskpo-nNQKEWw8qgXQ,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Pop_music, https://en.wikipedia.org/wiki/Rock_music, https://en.wikipedia.org/wiki/Independent_music",eesti muusika
UCr6M3rYxkeULxn6OOQnb0fw,Sukeldujad,,@sukeldujad,27,13130,38,False,2009-08-14T10:13:23Z,,,,UUr6M3rYxkeULxn6OOQnb0fw,"https://en.wikipedia.org/wiki/Pet, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Hobby",eesti loodus
UCspfGsp1ifcihjGmIs0MQaQ,KOMMM,Bass Boosted eesti laulud. Peamiselt värske kraam. Pärnust,@kommm,9860,9411774,275,False,2013-11-02T16:52:01Z,EE,,"""Bass boost"" KOMMM ""Dope Estonia"" Soundcloud cars BMW mercedes Eesti räpp rap nublu pluuto ""lit fam"" 5MIINUST",UUspfGsp1ifcihjGmIs0MQaQ,"https://en.wikipedia.org/wiki/Hip_hop_music, https://en.wikipedia.org/wiki/Electronic_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Pop_music",eesti laulud
UCNXRiVWfH8oHduEIGvSEbOw,OÜ Novaver,"JS Global United

On turusisenemis agentuur, ettevõte alsustas 2015 aastal reklaami-, arhitektuuri- ja disaintoodete müügi ja paigaldusega Eestis. Toote katekooria: uuenduslikud ja innovaatilised lahendused äri-, era-, ja messi projektidele.

JS Global United is market entry agency, company started in 2015 to sell and install advertising, architectural and design products in Estonia. Product wall in category: new and innovative for commercial-, residential-  and  expo projects.",@jsglobalunited,7,7715,37,False,2011-11-11T10:16:36Z,EE,,advertising architecture design,UUNXRiVWfH8oHduEIGvSEbOw,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Technology, https://en.wikipedia.org/wiki/Knowledge",eesti äri
UC6SQSuimX3AiPwJ5FqDDMKw,LASER TECH,"Laser Tech võtab lahti sotsiaalmeedia trendid ja püüab aru saada, millega maksab kaasa joosta ja mille peale pole mõtet oma aega kulutada. 

Siin on moodsast tehnoloogiast alguse saanud teemad, mida on fun vaadata (ja võib-olla saab targemaks ka!), sest tehnoloogia ei ole ammu enam ainult patsiga poiste teema, vaid saadab meid igal sammul. Telefonid, kõrvaklapid, sähkud, nutikellad ja erinevad äpid on täis põnevaid lugusid, mis meie igapäevaelu mõjutavad.

Laser Techi saateid juhivad Arija Helmv",@saadelaser,7140,1848059,243,False,2019-08-19T15:30:18Z,EE,,"Laser tervis tech technology tehnoloogia snaphat tiktok instagram Doc-You-Mentaries Doc-You-Mentary social sotsiaalmeedia roosabanaanike ""taylor swift"" TEMU ""Facebook marketplace"" AI tehisintellekt",UU6SQSuimX3AiPwJ5FqDDMKw,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Health, https://en.wikipedia.org/wiki/Society",eesti tech
UCeNrazinSwk8stvAg6Y9dCA,janis37,,@janis3771,12,4031,11,False,2021-10-08T19:25:07.176796Z,,,,UUeNrazinSwk8stvAg6Y9dCA,"https://en.wikipedia.org/wiki/Pet, https://en.wikipedia.org/wiki/Sport, https://en.wikipedia.org/wiki/Basketball, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Hobby",eesti korvpall
UCrWMN6JU8ODPN5ehAeH3OiQ,Eesti (AI GEN) - By Starter,eesti ai gen laulud,@eestiaigenbystarter,3,774,30,False,2023-05-06T16:33:51.854648Z,,,,UUrWMN6JU8ODPN5ehAeH3OiQ,"https://en.wikipedia.org/wiki/Pop_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Electronic_music",eesti rahvamuusika
UCwD-t42sD36cbsj70I75roA,Vaba Eesti,,@vabaeestikogukond,64,6674,18,False,2021-04-15T14:05:55.490651Z,,,,UUwD-t42sD36cbsj70I75roA,https://en.wikipedia.org/wiki/Society,eesti toit
UC826Ym_EeKxYaUYKQZLCYEQ,Mähkarid discirajal,,@mahkariddiscirajal,173,11155,12,False,2025-02-25T23:23:57.460426Z,,,,UU826Ym_EeKxYaUYKQZLCYEQ,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Hobby",mängime
UCDbD5TBFGR_fqb9fFwo0M8A,Yumi in Estonia,"from Tokyo, now living in Tallinn, Estonia for 3+ years🇪🇪 ",@yumiinestonia1261,43,5900,37,False,2021-09-24T20:09:46.16467Z,,,,UUDbD5TBFGR_fqb9fFwo0M8A,"https://en.wikipedia.org/wiki/Tourism, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti äri
UCXyqKuLhzvbEwrpwOhxDNRQ,International Centre for Defence and Security,"Estonia's premier defence, security and foreign policy think-tank. Cutting edge analysis, deep insights, novel ideas.

Key areas of focus in security policies are:
•	Baltic-Nordic security (particularly in a transatlantic context);
•	Russia (internal politics and external security policies);
•	Energy security (in the Baltic-Nordic region and broader Eurasia);
•	Eastern Partnership.

Besides conducting wide-ranging research the ICDS also organises the Lennart Meri Conference, the Annual Baltic Co",@icds_tallinn,497,64707,89,False,2014-12-27T18:09:11Z,EE,,"Defence security research analysis ""foreign policy"" nato ""european union"" russia ukraine cyber",UUXyqKuLhzvbEwrpwOhxDNRQ,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",eesti poliitika
UC8egR-qeZaD55yMvqwzAOtA,Zewa Eesti,,@zewaeesti140,383,4539,6,False,2017-02-28T14:07:05Z,EE,,,UU8egR-qeZaD55yMvqwzAOtA,,eesti kokkamine
UCcSYwBok7LK6YwA6lCvkrbg,Hageri ANK,"HageriANK kanal on kanal,kus saavad kõik Hageri Noortekeskuse noored teha oma loomingut ning saavad seda internettiga jagada :=)

Projektifondi ""Nopi Üles“ tegevuste elluviimist rahastatakse haridus- ja teadusministri kinnitatud ning Eesti Noorsootöö Keskuse poolt elluviidava ESF kaasrahastatud programmi „Tõrjutusriskis noorte kaasamine ja noorte tööhõivevalmiduse parandamine“ kirjeldatud tegevuste raames.",@hageriank1949,18,4614,2,False,2017-04-11T13:39:37Z,,,,UUcSYwBok7LK6YwA6lCvkrbg,,eesti haridus
UCe7HieSPIruHbfBZ0y22RKA,KrymovLab,,@krymovlab4724,58,15696,8,False,2014-03-11T07:32:57Z,,,,UUe7HieSPIruHbfBZ0y22RKA,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Film, https://en.wikipedia.org/wiki/Performing_arts, https://en.wikipedia.org/wiki/Entertainment",eesti teater
UCdb3UwpdaBOkuuo5YytVV9g,Eesti Koolitus- ja Konverentsikeskus,"Suurepärane koolituspartner tulevikku vaatajale! Meiega koos oled tööturul alati hinnatud!
Eesti Koolitus- ja Konverentsikeskus korraldab originaalseid koolitusi, seminare ja konverentse nii Eestis kui ka välismaal. Alates 2010. aastast oleme loonud enam kui 1100 aktuaalset sündmust, suurem osa neist koolitused ja konverentsid. Igal aastal korraldame ligikaudu poolsada originaalset koolitust ning kümmekond visiooni- ja erialakonverentsi.

Vaata kõiki meie koolitusi siin https://eestikonverentsik",@eestikoolitus-jakonverents7467,292,9578,36,False,2014-11-10T12:21:55Z,EE,,"koolitus konverents sündmus arenguprogramm raamatupidaja juhid assistent webinar sekretär ""koolitus juhtidele"" ""koolitus raamatupidajale"" meditsiin psühholoogia arenguvestlus juhtimine ehitus insener hooned administraator turundus",UUdb3UwpdaBOkuuo5YytVV9g,"https://en.wikipedia.org/wiki/Business, https://en.wikipedia.org/wiki/Knowledge",eesti õppimine
